['-0.01', '+0.94', '-0.44', '-0.05', '+0.01', '+0.06', '+0.00', '+0.00']
['+0.01', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.00', '+0.85', '-0.01', '-0.56', '+0.00', '+0.00', '+0.00', '+0.00']
['-0.00', '+0.62', '+0.04', '-0.77', '+0.01', '+0.03', '+0.00', '+0.00']
['-0.00', '+0.42', '-0.02', '-0.55', '-0.01', '-0.02', '+0.00', '+0.00']
['-0.01', '+0.28', '+0.00', '-0.42', '-0.02', '+0.01', '+0.00', '+0.00']
['-0.01', '+0.17', '-0.00', '-0.30', '-0.01', '-0.01', '+0.00', '+0.00']
['-0.01', '+0.09', '-0.01', '-0.21', '-0.03', '-0.01', '+0.00', '+0.00']
['-0.01', '+0.04', '-0.01', '-0.16', '-0.03', '-0.00', '+0.00', '+0.00']
['-0.01', '-0.00', '-0.02', '-0.11', '+0.00', '+0.37', '+1.00', '+0.00']
['-0.01', '-0.00', '-0.00', '-0.00', '-0.01', '+0.00', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '+0.00', '-0.01', '+0.00', '+1.00', '+1.00']
['-0.05', '+0.92', '-0.63', '-0.27', '+0.02', '-0.04', '+0.00', '+0.00']
['-0.17', '+0.76', '-0.60', '-0.80', '-0.15', '-0.16', '+0.00', '+0.00']
['-0.27', '+0.55', '-0.37', '-0.56', '-0.25', '-0.05', '+0.00', '+0.00']
['-0.30', '+0.41', '-0.06', '-0.40', '-0.28', '+0.01', '+0.00', '+0.00']
['-0.29', '+0.31', '+0.18', '-0.28', '-0.21', '+0.11', '+0.00', '+0.00']
['-0.24', '+0.24', '+0.31', '-0.25', '-0.09', '+0.13', '+0.00', '+0.00']
['-0.17', '+0.17', '+0.31', '-0.20', '+0.03', '+0.11', '+0.00', '+0.00']
['-0.11', '+0.12', '+0.28', '-0.19', '+0.12', '+0.08', '+0.00', '+0.00']
['-0.06', '+0.07', '+0.18', '-0.15', '+0.16', '+0.00', '+0.00', '+0.00']
['-0.04', '+0.02', '+0.08', '-0.11', '+0.14', '-0.03', '+0.00', '+0.00']
['-0.03', '-0.01', '+0.04', '-0.03', '-0.03', '-0.04', '+1.00', '+1.00']
['-0.03', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '+0.93', '-0.05', '-0.30', '-0.01', '-0.01', '+0.00', '+0.00']
['-0.02', '+0.75', '-0.05', '-0.83', '-0.02', '-0.01', '+0.00', '+0.00']
['-0.03', '+0.52', '-0.01', '-0.71', '-0.04', '-0.00', '+0.00', '+0.00']
['-0.03', '+0.35', '+0.02', '-0.49', '-0.03', '+0.01', '+0.00', '+0.00']
['-0.02', '+0.22', '+0.03', '-0.36', '-0.02', '+0.01', '+0.00', '+0.00']
['-0.02', '+0.13', '+0.02', '-0.24', '-0.02', '+0.02', '+0.00', '+0.00']
['-0.01', '+0.07', '+0.08', '-0.20', '+0.01', '+0.04', '+0.00', '+0.00']
['+0.01', '+0.02', '+0.06', '-0.14', '+0.05', '+0.02', '+0.00', '+0.00']
['+0.01', '-0.00', '+0.01', '+0.04', '+0.00', '+0.12', '+1.00', '+1.00']
['+0.01', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.00', '+1.01', '+0.01', '+0.19', '-0.00', '-0.00', '+0.00', '+0.00']
['+0.00', '+0.98', '+0.01', '-0.35', '-0.01', '-0.00', '+0.00', '+0.00']
['+0.01', '+0.79', '+0.01', '-0.88', '-0.01', '-0.00', '+0.00', '+0.00']
['+0.01', '+0.55', '+0.03', '-0.70', '-0.01', '+0.03', '+0.00', '+0.00']
['+0.02', '+0.37', '+0.07', '-0.53', '+0.03', '+0.05', '+0.00', '+0.00']
['+0.03', '+0.24', '+0.07', '-0.35', '+0.06', '+0.03', '+0.00', '+0.00']
['+0.04', '+0.15', '-0.03', '-0.27', '+0.06', '-0.03', '+0.00', '+0.00']
['+0.03', '+0.08', '-0.07', '-0.20', '+0.03', '-0.06', '+0.00', '+0.00']
['+0.01', '+0.03', '-0.08', '-0.13', '-0.02', '-0.04', '+0.00', '+0.00']
['-0.01', '-0.00', '-0.09', '-0.07', '+0.05', '+0.24', '+1.00', '+1.00']
['-0.01', '-0.00', '-0.00', '+0.02', '+0.00', '-0.07', '+1.00', '+1.00']
['-0.01', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.07', '+0.89', '-0.41', '-0.40', '-0.06', '-0.18', '+0.00', '+0.00']
['-0.15', '+0.70', '-0.38', '-0.78', '-0.20', '-0.10', '+0.00', '+0.00']
['-0.20', '+0.50', '-0.17', '-0.57', '-0.27', '-0.04', '+0.00', '+0.00']
['-0.22', '+0.36', '+0.01', '-0.39', '-0.25', '+0.06', '+0.00', '+0.00']
['-0.19', '+0.25', '+0.20', '-0.27', '-0.16', '+0.11', '+0.00', '+0.00']
['-0.14', '+0.18', '+0.26', '-0.24', '-0.03', '+0.11', '+0.00', '+0.00']
['-0.08', '+0.12', '+0.29', '-0.18', '+0.09', '+0.09', '+0.00', '+0.00']
['-0.03', '+0.06', '+0.22', '-0.19', '+0.15', '+0.04', '+0.00', '+0.00']
['-0.00', '+0.02', '+0.10', '-0.13', '+0.16', '-0.02', '+0.00', '+0.00']
['+0.00', '-0.00', '+0.01', '+0.04', '-0.02', '+0.13', '+1.00', '+1.00']
['+0.00', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.00', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.06', '+0.90', '-0.64', '-0.44', '+0.02', '-0.12', '+0.00', '+0.00']
['-0.19', '+0.69', '-0.60', '-0.76', '-0.16', '-0.14', '+0.00', '+0.00']
['-0.28', '+0.50', '-0.36', '-0.51', '-0.26', '-0.09', '+0.00', '+0.00']
['-0.33', '+0.38', '-0.11', '-0.37', '-0.32', '+0.01', '+0.00', '+0.00']
['-0.33', '+0.29', '+0.12', '-0.24', '-0.26', '+0.08', '+0.00', '+0.00']
['-0.29', '+0.22', '+0.24', '-0.20', '-0.16', '+0.11', '+0.00', '+0.00']
['-0.23', '+0.17', '+0.31', '-0.17', '-0.03', '+0.12', '+0.00', '+0.00']
['-0.16', '+0.12', '+0.30', '-0.18', '+0.07', '+0.08', '+0.00', '+0.00']
['-0.11', '+0.08', '+0.22', '-0.14', '+0.12', '+0.04', '+0.00', '+0.00']
['-0.08', '+0.04', '+0.08', '-0.10', '+0.12', '-0.03', '+0.00', '+0.00']
['-0.08', '+0.01', '+0.00', '-0.11', '+0.08', '-0.04', '+0.00', '+0.00']
['-0.08', '-0.00', '+0.00', '-0.00', '+0.01', '-0.00', '+1.00', '+1.00']
['-0.08', '-0.00', '+0.00', '+0.00', '+0.01', '-0.00', '+1.00', '+1.00']
['-0.08', '-0.00', '+0.00', '+0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['-0.01', '+0.95', '-0.29', '+0.44', '+0.01', '+0.07', '+0.00', '+0.00']
['-0.06', '+1.00', '-0.25', '-0.10', '-0.09', '-0.10', '+0.00', '+0.00']
['-0.11', '+0.89', '-0.25', '-0.63', '-0.18', '-0.08', '+0.00', '+0.00']
['-0.15', '+0.65', '-0.12', '-0.73', '-0.24', '-0.00', '+0.00', '+0.00']
['-0.14', '+0.47', '+0.17', '-0.53', '-0.16', '+0.13', '+0.00', '+0.00']
['-0.09', '+0.33', '+0.32', '-0.41', '-0.01', '+0.17', '+0.00', '+0.00']
['-0.03', '+0.22', '+0.24', '-0.32', '+0.11', '+0.06', '+0.00', '+0.00']
['+0.01', '+0.13', '+0.16', '-0.27', '+0.15', '+0.02', '+0.00', '+0.00']
['+0.03', '+0.06', '+0.06', '-0.19', '+0.16', '-0.02', '+0.00', '+0.00']
['+0.03', '+0.01', '-0.06', '-0.15', '+0.10', '-0.07', '+0.00', '+0.00']
['+0.02', '-0.00', '-0.03', '+0.02', '-0.00', '+0.07', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.08', '+0.96', '-0.65', '-0.02', '+0.01', '-0.17', '+0.00', '+0.00']
['-0.21', '+0.87', '-0.65', '-0.55', '-0.17', '-0.14', '+0.00', '+0.00']
['-0.33', '+0.66', '-0.50', '-0.66', '-0.27', '-0.07', '+0.00', '+0.00']
['-0.40', '+0.50', '-0.21', '-0.47', '-0.33', '-0.02', '+0.00', '+0.00']
['-0.40', '+0.39', '+0.14', '-0.32', '-0.29', '+0.10', '+0.00', '+0.00']
['-0.35', '+0.31', '+0.37', '-0.24', '-0.15', '+0.16', '+0.00', '+0.00']
['-0.26', '+0.24', '+0.44', '-0.23', '+0.02', '+0.17', '+0.00', '+0.00']
['-0.17', '+0.18', '+0.42', '-0.19', '+0.15', '+0.10', '+0.00', '+0.00']
['-0.10', '+0.12', '+0.35', '-0.20', '+0.23', '+0.04', '+0.00', '+0.00']
['-0.04', '+0.06', '+0.20', '-0.18', '+0.25', '-0.03', '+0.00', '+0.00']
['-0.02', '+0.02', '+0.02', '-0.12', '+0.20', '-0.07', '+0.00', '+0.00']
['-0.03', '-0.00', '-0.01', '+0.04', '-0.04', '-0.01', '+1.00', '+1.00']
['-0.03', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.03', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.03', '+0.94', '-0.69', '+0.00', '+0.03', '+0.08', '+0.00', '+0.00']
['-0.16', '+0.86', '-0.63', '-0.53', '-0.11', '-0.16', '+0.00', '+0.00']
['-0.28', '+0.65', '-0.54', '-0.64', '-0.24', '-0.10', '+0.00', '+0.00']
['-0.36', '+0.49', '-0.24', '-0.44', '-0.31', '-0.06', '+0.00', '+0.00']
['-0.37', '+0.38', '+0.07', '-0.32', '-0.30', '+0.07', '+0.00', '+0.00']
['-0.33', '+0.30', '+0.27', '-0.24', '-0.18', '+0.12', '+0.00', '+0.00']
['-0.27', '+0.23', '+0.36', '-0.19', '-0.05', '+0.13', '+0.00', '+0.00']
['-0.19', '+0.17', '+0.38', '-0.19', '+0.08', '+0.11', '+0.00', '+0.00']
['-0.12', '+0.12', '+0.28', '-0.17', '+0.17', '+0.04', '+0.00', '+0.00']
['-0.08', '+0.07', '+0.11', '-0.13', '+0.17', '-0.03', '+0.00', '+0.00']
['-0.08', '+0.03', '-0.05', '-0.10', '+0.11', '-0.09', '+0.00', '+0.00']
['-0.10', '+0.01', '-0.19', '-0.07', '-0.02', '-0.12', '+0.00', '+0.00']
['-0.14', '-0.00', '-0.15', '+0.02', '+0.03', '-0.07', '+1.00', '+1.00']
['-0.16', '-0.00', '-0.08', '-0.00', '+0.03', '+0.01', '+1.00', '+1.00']
['-0.17', '-0.00', '-0.02', '-0.00', '+0.04', '+0.00', '+1.00', '+1.00']
['-0.17', '-0.00', '-0.00', '-0.00', '+0.04', '+0.00', '+1.00', '+1.00']
['-0.17', '-0.00', '+0.00', '+0.00', '+0.04', '+0.00', '+1.00', '+1.00']
['+0.02', '+0.97', '+0.18', '+0.09', '+0.02', '+0.08', '+0.00', '+0.00']
['+0.06', '+0.91', '+0.18', '-0.45', '+0.10', '+0.08', '+0.00', '+0.00']
['+0.09', '+0.70', '+0.17', '-0.80', '+0.16', '+0.06', '+0.00', '+0.00']
['+0.11', '+0.50', '+0.05', '-0.60', '+0.17', '-0.01', '+0.00', '+0.00']
['+0.11', '+0.35', '-0.07', '-0.46', '+0.13', '-0.06', '+0.00', '+0.00']
['+0.08', '+0.24', '-0.16', '-0.31', '+0.06', '-0.07', '+0.00', '+0.00']
['+0.05', '+0.15', '-0.17', '-0.27', '-0.01', '-0.06', '+0.00', '+0.00']
['+0.02', '+0.09', '-0.14', '-0.21', '-0.07', '-0.05', '+0.00', '+0.00']
['-0.01', '+0.03', '-0.11', '-0.17', '-0.11', '-0.01', '+0.00', '+0.00']
['-0.02', '-0.00', '-0.03', '-0.01', '+0.04', '+0.02', '+1.00', '+1.00']
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.03', '+0.91', '-0.50', '-0.42', '+0.01', '-0.05', '+0.00', '+0.00']
['-0.13', '+0.71', '-0.46', '-0.81', '-0.15', '-0.15', '+0.00', '+0.00']
['-0.20', '+0.51', '-0.27', '-0.58', '-0.26', '-0.07', '+0.00', '+0.00']
['-0.22', '+0.36', '+0.02', '-0.40', '-0.24', '+0.06', '+0.00', '+0.00']
['-0.19', '+0.26', '+0.24', '-0.29', '-0.14', '+0.13', '+0.00', '+0.00']
['-0.13', '+0.18', '+0.32', '-0.26', '-0.01', '+0.14', '+0.00', '+0.00']
['-0.07', '+0.11', '+0.29', '-0.21', '+0.10', '+0.10', '+0.00', '+0.00']
['-0.02', '+0.06', '+0.22', '-0.15', '+0.17', '+0.04', '+0.00', '+0.00']
['+0.01', '+0.01', '+0.06', '-0.16', '+0.17', '-0.04', '+0.00', '+0.00']
['+0.02', '-0.00', '-0.00', '+0.05', '-0.00', '-0.16', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.03', '+0.82', '-0.25', '-0.80', '-0.04', '-0.13', '+0.00', '+0.00']
['-0.08', '+0.58', '-0.18', '-0.71', '-0.14', '-0.05', '+0.00', '+0.00']
['-0.10', '+0.40', '-0.04', '-0.49', '-0.15', '-0.00', '+0.00', '+0.00']
['-0.09', '+0.27', '+0.08', '-0.39', '-0.12', '+0.05', '+0.00', '+0.00']
['-0.07', '+0.18', '+0.12', '-0.27', '-0.05', '+0.06', '+0.00', '+0.00']
['-0.05', '+0.11', '+0.07', '-0.21', '-0.02', '+0.02', '+0.00', '+0.00']
['-0.04', '+0.05', '+0.06', '-0.15', '-0.00', '+0.02', '+0.00', '+0.00']
['-0.04', '+0.01', '+0.00', '-0.15', '-0.01', '-0.01', '+0.00', '+0.00']
['-0.04', '-0.00', '-0.01', '-0.01', '+0.01', '+0.03', '+1.00', '+1.00']
['-0.04', '-0.00', '-0.00', '-0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['-0.04', '-0.00', '+0.00', '+0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['+0.04', '+0.89', '+0.61', '-0.61', '-0.02', '+0.06', '+0.00', '+0.00']
['+0.16', '+0.65', '+0.55', '-0.71', '+0.14', '+0.15', '+0.00', '+0.00']
['+0.25', '+0.47', '+0.27', '-0.47', '+0.24', '+0.07', '+0.00', '+0.00']
['+0.28', '+0.35', '+0.00', '-0.35', '+0.26', '-0.03', '+0.00', '+0.00']
['+0.26', '+0.27', '-0.19', '-0.24', '+0.18', '-0.12', '+0.00', '+0.00']
['+0.21', '+0.20', '-0.31', '-0.19', '+0.07', '-0.12', '+0.00', '+0.00']
['+0.14', '+0.14', '-0.32', '-0.17', '-0.06', '-0.11', '+0.00', '+0.00']
['+0.09', '+0.09', '-0.20', '-0.17', '-0.13', '-0.04', '+0.00', '+0.00']
['+0.06', '+0.05', '-0.09', '-0.15', '-0.13', '+0.01', '+0.00', '+0.00']
['+0.05', '+0.01', '+0.03', '-0.10', '-0.09', '+0.06', '+0.00', '+0.00']
['+0.06', '-0.00', '+0.02', '+0.03', '+0.01', '-0.09', '+1.00', '+1.00']
['+0.06', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.06', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.04', '+0.90', '+0.50', '-0.40', '-0.01', '+0.13', '+0.00', '+0.00']
['+0.14', '+0.70', '+0.48', '-0.80', '+0.16', '+0.13', '+0.00', '+0.00']
['+0.22', '+0.51', '+0.26', '-0.54', '+0.26', '+0.08', '+0.00', '+0.00']
['+0.24', '+0.37', '+0.00', '-0.39', '+0.26', '-0.06', '+0.00', '+0.00']
['+0.22', '+0.28', '-0.17', '-0.29', '+0.18', '-0.09', '+0.00', '+0.00']
['+0.17', '+0.20', '-0.29', '-0.22', '+0.06', '-0.12', '+0.00', '+0.00']
['+0.11', '+0.14', '-0.31', '-0.20', '-0.07', '-0.12', '+0.00', '+0.00']
['+0.05', '+0.08', '-0.21', '-0.18', '-0.14', '-0.03', '+0.00', '+0.00']
['+0.02', '+0.03', '-0.11', '-0.17', '-0.15', '+0.02', '+0.00', '+0.00']
['+0.02', '-0.00', '-0.02', '-0.02', '+0.04', '+0.05', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.03', '+0.90', '-0.45', '-0.52', '+0.02', '-0.03', '+0.00', '+0.00']
['-0.11', '+0.67', '-0.37', '-0.79', '-0.14', '-0.14', '+0.00', '+0.00']
['-0.16', '+0.48', '-0.15', '-0.56', '-0.22', '-0.02', '+0.00', '+0.00']
['-0.17', '+0.34', '+0.05', '-0.40', '-0.19', '+0.06', '+0.00', '+0.00']
['-0.14', '+0.24', '+0.20', '-0.31', '-0.10', '+0.12', '+0.00', '+0.00']
['-0.10', '+0.16', '+0.20', '-0.24', '-0.01', '+0.07', '+0.00', '+0.00']
['-0.06', '+0.10', '+0.15', '-0.18', '+0.04', '+0.03', '+0.00', '+0.00']
['-0.04', '+0.05', '+0.04', '-0.14', '+0.04', '-0.03', '+0.00', '+0.00']
['-0.04', '+0.01', '-0.01', '-0.10', '+0.02', '-0.02', '+0.00', '+0.00']
['-0.04', '-0.00', '+0.00', '+0.00', '+0.00', '-0.01', '+1.00', '+1.00']
['-0.04', '-0.00', '-0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.04', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.08', '+0.88', '+0.47', '-0.46', '+0.07', '+0.19', '+0.00', '+0.00']
['+0.18', '+0.67', '+0.45', '-0.73', '+0.21', '+0.11', '+0.00', '+0.00']
['+0.24', '+0.49', '+0.22', '-0.50', '+0.29', '+0.03', '+0.00', '+0.00']
['+0.25', '+0.36', '-0.05', '-0.35', '+0.26', '-0.08', '+0.00', '+0.00']
['+0.23', '+0.26', '-0.20', '-0.28', '+0.16', '-0.12', '+0.00', '+0.00']
['+0.17', '+0.19', '-0.34', '-0.21', '+0.03', '-0.16', '+0.00', '+0.00']
['+0.10', '+0.13', '-0.33', '-0.19', '-0.10', '-0.10', '+0.00', '+0.00']
['+0.04', '+0.07', '-0.23', '-0.19', '-0.18', '-0.03', '+0.00', '+0.00']
['+0.02', '+0.03', '-0.04', '-0.13', '-0.16', '+0.05', '+0.00', '+0.00']
['+0.02', '-0.00', '+0.01', '+0.00', '+0.05', '+0.09', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.13', '+1.00', '+0.62', '-0.06', '+0.09', '+0.17', '+0.00', '+0.00']
['+0.26', '+0.90', '+0.64', '-0.59', '+0.22', '+0.11', '+0.00', '+0.00']
['+0.38', '+0.68', '+0.50', '-0.65', '+0.30', '+0.05', '+0.00', '+0.00']
['+0.43', '+0.52', '+0.06', '-0.42', '+0.34', '+0.00', '+0.00', '+0.00']
['+0.42', '+0.41', '-0.18', '-0.31', '+0.27', '-0.11', '+0.00', '+0.00']
['+0.36', '+0.33', '-0.35', '-0.27', '+0.14', '-0.15', '+0.00', '+0.00']
['+0.27', '+0.25', '-0.44', '-0.21', '-0.03', '-0.15', '+0.00', '+0.00']
['+0.19', '+0.19', '-0.41', '-0.20', '-0.15', '-0.11', '+0.00', '+0.00']
['+0.11', '+0.13', '-0.37', '-0.21', '-0.23', '-0.06', '+0.00', '+0.00']
['+0.05', '+0.07', '-0.20', '-0.16', '-0.24', '+0.02', '+0.00', '+0.00']
['+0.03', '+0.03', '-0.03', '-0.14', '-0.20', '+0.08', '+0.00', '+0.00']
['+0.04', '-0.00', '+0.07', '-0.04', '-0.01', '-0.25', '+1.00', '+1.00']
['+0.05', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.05', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '+0.95', '-0.75', '+0.25', '+0.02', '+0.17', '+0.00', '+0.00']
['-0.15', '+0.94', '-0.66', '-0.28', '-0.10', '-0.17', '+0.00', '+0.00']
['-0.29', '+0.77', '-0.66', '-0.75', '-0.23', '-0.11', '+0.00', '+0.00']
['-0.39', '+0.58', '-0.40', '-0.55', '-0.30', '-0.07', '+0.00', '+0.00']
['-0.43', '+0.45', '-0.03', '-0.37', '-0.33', '+0.03', '+0.00', '+0.00']
['-0.40', '+0.36', '+0.27', '-0.25', '-0.24', '+0.13', '+0.00', '+0.00']
['-0.33', '+0.29', '+0.46', '-0.22', '-0.07', '+0.18', '+0.00', '+0.00']
['-0.23', '+0.22', '+0.45', '-0.22', '+0.09', '+0.14', '+0.00', '+0.00']
['-0.14', '+0.16', '+0.40', '-0.20', '+0.21', '+0.06', '+0.00', '+0.00']
['-0.07', '+0.10', '+0.28', '-0.19', '+0.25', '+0.01', '+0.00', '+0.00']
['-0.04', '+0.05', '+0.10', '-0.15', '+0.22', '-0.06', '+0.00', '+0.00']
['-0.05', '+0.01', '-0.10', '-0.12', '+0.13', '-0.13', '+0.00', '+0.00']
['-0.07', '-0.00', '-0.05', '+0.03', '-0.01', '+0.09', '+1.00', '+1.00']
['-0.07', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.07', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.04', '+0.98', '+0.45', '+0.28', '-0.01', '+0.10', '+0.00', '+0.00']
['+0.13', '+0.98', '+0.44', '-0.26', '+0.16', '+0.14', '+0.00', '+0.00']
['+0.22', '+0.82', '+0.45', '-0.79', '+0.27', '+0.09', '+0.00', '+0.00']
['+0.28', '+0.60', '+0.19', '-0.64', '+0.32', '+0.03', '+0.00', '+0.00']
['+0.28', '+0.45', '-0.12', '-0.45', '+0.27', '-0.11', '+0.00', '+0.00']
['+0.23', '+0.33', '-0.35', '-0.35', '+0.12', '-0.20', '+0.00', '+0.00']
['+0.15', '+0.24', '-0.43', '-0.30', '-0.06', '-0.17', '+0.00', '+0.00']
['+0.07', '+0.16', '-0.34', '-0.23', '-0.18', '-0.08', '+0.00', '+0.00']
['+0.02', '+0.09', '-0.16', '-0.19', '-0.22', '+0.01', '+0.00', '+0.00']
['-0.01', '+0.04', '-0.06', '-0.15', '-0.19', '+0.05', '+0.00', '+0.00']
['-0.00', '-0.00', '+0.05', '-0.08', '+0.00', '-0.01', '+0.00', '+1.00']
['-0.00', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.00', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.03', '+0.93', '+0.61', '-0.19', '-0.03', '-0.04', '+0.00', '+0.00']
['+0.14', '+0.79', '+0.56', '-0.72', '+0.13', '+0.15', '+0.00', '+0.00']
['+0.24', '+0.58', '+0.36', '-0.61', '+0.24', '+0.09', '+0.00', '+0.00']
['+0.28', '+0.43', '+0.06', '-0.41', '+0.29', '-0.01', '+0.00', '+0.00']
['+0.27', '+0.32', '-0.18', '-0.31', '+0.21', '-0.11', '+0.00', '+0.00']
['+0.22', '+0.24', '-0.29', '-0.25', '+0.09', '-0.13', '+0.00', '+0.00']
['+0.16', '+0.18', '-0.32', '-0.20', '-0.03', '-0.13', '+0.00', '+0.00']
['+0.10', '+0.12', '-0.29', '-0.18', '-0.12', '-0.07', '+0.00', '+0.00']
['+0.05', '+0.07', '-0.14', '-0.19', '-0.16', '+0.01', '+0.00', '+0.00']
['+0.04', '+0.02', '-0.04', '-0.14', '-0.13', '+0.04', '+0.00', '+0.00']
['+0.04', '-0.00', '+0.00', '+0.04', '+0.01', '-0.12', '+1.00', '+1.00']
['+0.04', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.04', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.09', '+0.81', '-0.66', '-0.81', '-0.01', '-0.18', '+0.00', '+0.00']
['-0.22', '+0.58', '-0.59', '-0.65', '-0.17', '-0.15', '+0.00', '+0.00']
['-0.32', '+0.43', '-0.37', '-0.41', '-0.27', '-0.06', '+0.00', '+0.00']
['-0.36', '+0.33', '-0.09', '-0.29', '-0.31', '+0.01', '+0.00', '+0.00']
['-0.34', '+0.26', '+0.22', '-0.21', '-0.24', '+0.12', '+0.00', '+0.00']
['-0.28', '+0.20', '+0.36', '-0.15', '-0.09', '+0.16', '+0.00', '+0.00']
['-0.20', '+0.15', '+0.35', '-0.16', '+0.05', '+0.11', '+0.00', '+0.00']
['-0.14', '+0.11', '+0.30', '-0.14', '+0.14', '+0.06', '+0.00', '+0.00']
['-0.09', '+0.06', '+0.18', '-0.15', '+0.17', '-0.01', '+0.00', '+0.00']
['-0.07', '+0.03', '+0.07', '-0.12', '+0.14', '-0.05', '+0.00', '+0.00']
['-0.06', '-0.00', '+0.02', '-0.02', '-0.02', '-0.08', '+1.00', '+1.00']
['-0.06', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.06', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '+0.95', '-0.06', '+0.00', '-0.01', '-0.03', '+0.00', '+0.00']
['-0.02', '+0.87', '-0.06', '-0.53', '-0.04', '-0.03', '+0.00', '+0.00']
['-0.03', '+0.64', '-0.04', '-0.82', '-0.06', '-0.01', '+0.00', '+0.00']
['-0.03', '+0.44', '+0.05', '-0.55', '-0.04', '+0.04', '+0.00', '+0.00']
['-0.01', '+0.29', '+0.12', '-0.41', '+0.01', '+0.06', '+0.00', '+0.00']
['+0.02', '+0.18', '+0.12', '-0.32', '+0.07', '+0.05', '+0.00', '+0.00']
['+0.03', '+0.10', '+0.01', '-0.21', '+0.09', '-0.01', '+0.00', '+0.00']
['+0.03', '+0.05', '-0.06', '-0.16', '+0.05', '-0.05', '+0.00', '+0.00']
['+0.02', '+0.01', '-0.04', '-0.10', '+0.03', '-0.02', '+0.00', '+0.00']
['+0.01', '-0.00', '-0.01', '+0.01', '-0.00', '+0.04', '+1.00', '+1.00']
['+0.01', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
